amount,hour,location_code,device_type,transaction_type,prev_txn_count,fraud
966.25,21,0,1,0,3,0
2061.44,12,0,1,2,4,0
4590.16,20,0,1,0,2,0
3489.36,16,0,0,1,5,0
2333.29,21,0,1,2,2,0
123.01,1,1,0,1,20,1
979.51,16,0,1,1,5,0
37780.3,0,1,2,2,16,1
4393.32,9,0,1,0,1,0
3157.43,11,1,0,0,3,0
4996.22,8,1,0,2,0,0
4590.55,17,1,0,1,0,0
2507.91,14,0,0,0,1,0
4985.35,8,0,0,1,0,0
4188.77,16,0,0,2,3,0
3187.16,15,0,1,1,4,0
37614.99,22,1,1,2,17,1
678.16,8,0,0,2,0,0
4354.63,18,0,0,2,2,0
1990.64,15,0,0,2,1,0
2041.92,10,0,0,2,4,0
376.7,15,0,0,1,3,0
114.59,1,2,2,1,13,1
3891.53,13,0,0,1,3,0
3954.96,8,0,0,2,1,0
4233.37,8,0,0,2,1,0
1994.78,17,0,0,1,1,0
372.6,19,0,0,0,1,0
1708.92,8,1,1,2,1,0
552.67,18,1,0,2,5,0
3109.06,16,0,0,2,0,0
321.81,1,2,1,1,15,1
4563.58,19,0,0,0,1,0
1877.4,19,0,0,0,5,0
3457.94,8,0,1,1,4,0
333.49,12,0,1,0,0,0
2270.56,12,0,0,2,5,0
4712.59,14,1,1,1,4,0
3799.12,19,1,0,2,2,0
40258.88,1,2,2,1,12,1
27519.73,1,1,0,1,20,1
1122.69,20,0,0,1,4,0
4687.33,14,0,1,1,1,0
597.29,20,1,0,2,3,0
1087.16,16,0,1,2,1,0
3315.43,13,0,1,0,5,0
3786.73,21,0,0,1,3,0
597.73,10,1,0,0,4,0
3921.76,14,0,1,2,1,0
1337.27,20,1,1,1,2,0
373.22,21,0,0,2,3,0
500.18,21,0,0,2,2,0
4901.59,20,0,0,0,2,0
753.12,17,0,1,1,5,0
4273.78,21,0,0,0,0,0
273.7,3,1,0,1,20,1
1018.07,9,0,1,1,0,0
311.12,0,2,2,1,19,1
2270.7,20,0,1,2,1,0
4746.67,18,1,1,0,0,0
1110.13,12,0,0,1,3,0
1414.41,10,0,1,1,1,0
3816.44,14,0,1,0,2,0
398.35,23,2,1,1,10,1
4662.17,9,0,0,1,4,0
1321.1,11,0,0,1,1,0
472.55,23,1,0,2,14,1
29510.84,1,1,2,1,9,1
12.32,9,0,0,0,4,0
1595.28,15,1,1,2,2,0
959.84,15,0,1,2,2,0
2966.26,19,0,1,1,0,0
22801.48,3,2,1,1,11,1
3412.74,21,0,0,1,4,0
285.28,23,1,0,1,8,1
3198.28,15,0,0,2,1,0
4652.69,14,0,1,2,2,0
2461.12,19,1,0,1,1,0
2700.87,9,0,1,2,2,0
1698.63,17,1,1,0,3,0
2946.58,19,1,0,2,0,0
3502.86,14,1,0,1,4,0
741.11,20,0,0,0,3,0
430.83,21,0,0,0,5,0
3372.0,9,1,1,2,2,0
20077.3,23,2,1,1,19,1
34308.58,22,1,1,2,15,1
4773.95,16,0,0,1,4,0
1450.84,16,0,0,0,0,0
3993.14,17,0,1,2,3,0
2994.53,19,0,1,1,5,0
44712.1,23,1,1,2,15,1
2542.09,20,0,1,2,3,0
194.11,3,2,1,1,16,1
3286.41,8,1,0,1,0,0
326.71,18,1,0,2,4,0
2713.92,21,1,1,1,5,0
4186.02,10,0,1,2,1,0
3750.57,20,0,1,2,0,0
939.14,18,0,0,0,5,0
159.16,21,0,0,1,5,0
3430.52,17,0,0,2,0,0
4498.94,10,0,0,1,2,0
2622.16,15,1,0,0,2,0
3060.21,10,0,1,0,5,0
2883.93,12,1,0,0,4,0
4618.69,9,0,0,0,2,0
231.15,23,2,0,2,14,1
2880.89,14,0,1,0,2,0
3909.81,13,0,0,2,0,0
1961.79,13,0,1,1,4,0
1937.15,21,0,0,2,2,0
3866.51,12,0,0,0,1,0
3119.05,18,0,0,1,4,0
243.93,16,0,1,0,2,0
439.1,13,0,0,1,0,0
2273.39,13,0,0,0,1,0
1836.52,11,1,0,2,4,0
278.93,0,1,2,2,10,1
3219.48,9,0,0,0,2,0
1920.45,16,0,1,2,4,0
310.05,19,0,0,0,2,0
1182.46,16,0,0,0,1,0
2790.9,20,1,0,0,2,0
2921.42,14,1,1,1,2,0
846.11,15,0,1,1,5,0
1404.99,18,0,1,2,3,0
3984.25,13,0,0,2,1,0
3075.15,9,0,1,1,2,0
46965.85,0,1,1,2,18,1
3239.58,11,0,0,0,5,0
4415.71,21,0,0,1,0,0
1626.32,15,0,1,0,5,0
2781.62,10,0,0,1,2,0
2628.19,14,1,1,2,5,0
2502.43,21,0,0,1,5,0
3598.89,12,1,0,2,0,0
43068.35,2,2,0,1,16,1
4068.89,19,0,1,0,1,0
640.09,17,0,1,0,5,0
472.0,14,0,0,2,1,0
2452.3,11,1,0,0,4,0
2363.12,16,0,1,1,1,0
4499.36,15,1,0,1,5,0
2814.02,12,1,0,1,1,0
4710.33,13,0,1,0,4,0
4274.99,19,1,0,2,4,0
520.12,8,0,1,1,0,0
885.81,15,0,0,1,5,0
4628.79,18,0,0,1,1,0
2886.9,17,0,1,1,1,0
3665.96,20,0,1,2,0,0
1188.76,16,0,0,0,2,0
3514.62,11,0,0,2,2,0
619.44,19,1,1,2,3,0
4042.32,12,0,0,2,2,0
1276.69,20,1,1,2,5,0
341.44,0,1,2,1,15,1
198.6,22,2,2,1,11,1
4477.06,13,0,1,2,4,0
754.56,20,0,0,1,3,0
3632.56,8,0,0,0,0,0
2774.95,17,1,1,2,4,0
2197.03,18,0,1,2,5,0
1866.87,16,0,0,0,5,0
4621.35,20,0,0,0,2,0
1188.84,14,0,1,2,2,0
7988.38,1,1,0,1,18,1
3897.53,19,0,1,0,0,0
2394.59,18,0,0,2,1,0
2886.4,15,0,0,2,4,0
3046.79,9,0,0,0,5,0
767.27,11,0,0,2,5,0
2056.05,20,0,0,0,4,0
3369.78,9,0,0,1,0,0
13131.81,3,1,2,2,18,1
2649.96,15,0,0,2,5,0
194.71,17,0,0,1,2,0
76.9,10,1,1,2,2,0
527.01,20,0,0,0,0,0
3950.5,18,1,1,2,1,0
4299.76,17,0,0,0,4,0
652.62,21,0,1,1,2,0
4198.99,9,0,0,2,5,0
1732.4,20,1,0,0,1,0
601.95,12,0,0,1,4,0
1839.42,12,0,0,0,2,0
4440.74,20,0,0,0,3,0
2117.65,13,0,0,0,4,0
310.88,17,0,0,2,5,0
2161.37,21,0,0,0,1,0
17662.95,2,2,1,1,18,1
47.8,19,0,0,0,0,0
463.19,3,2,1,2,20,1
333.7,15,0,0,1,3,0
4728.45,12,1,0,0,2,0
23.63,8,0,0,2,0,0
464.59,22,1,0,2,14,1
4715.67,15,0,0,2,0,0
2588.57,20,0,0,0,1,0
4342.61,9,0,1,0,3,0
27876.34,1,1,1,1,13,1
448.09,22,2,1,2,11,1
882.98,19,0,0,0,4,0
1750.83,21,0,0,1,5,0
1276.01,8,0,0,2,0,0
4997.8,20,0,1,1,1,0
4597.17,15,0,0,1,3,0
403.8,17,0,1,0,1,0
2379.79,8,0,0,1,3,0
1559.59,13,0,0,0,0,0
2432.93,15,0,0,0,0,0
1320.58,11,0,1,2,5,0
3158.43,12,0,0,0,5,0
338.17,20,0,0,1,4,0
199.07,17,0,1,2,3,0
1980.66,17,1,1,0,5,0
25846.15,3,2,2,2,9,1
1915.82,9,0,0,1,2,0
2429.77,17,0,0,0,1,0
2189.66,11,0,1,2,0,0
2235.43,8,0,1,1,1,0
4241.28,18,0,0,0,3,0
25733.38,0,1,1,1,10,1
3299.07,18,0,0,2,0,0
3424.2,20,1,0,0,0,0
4812.01,19,0,1,2,0,0
4257.64,16,1,0,1,4,0
280.52,22,1,2,2,16,1
4662.28,16,0,0,0,2,0
2099.33,13,1,1,0,1,0
1907.07,9,0,1,1,0,0
3342.57,10,1,1,2,2,0
3002.91,14,0,0,2,3,0
4994.25,21,1,1,2,0,0
2947.73,11,0,0,0,4,0
1779.15,8,1,1,2,1,0
1427.46,20,0,0,2,3,0
3896.58,15,1,0,1,5,0
268.65,22,2,1,1,19,1
3062.29,8,0,0,2,2,0
2224.85,10,0,0,1,1,0
4666.82,17,0,1,1,2,0
633.91,16,0,0,2,3,0
2513.52,17,0,0,0,2,0
765.03,20,1,1,2,0,0
3119.34,9,0,0,0,1,0
573.49,20,0,0,2,4,0
824.43,21,0,1,1,0,0
2380.33,14,0,0,0,1,0
16453.06,3,2,2,1,10,1
4780.22,20,0,0,0,2,0
9381.27,1,2,1,1,20,1
2015.9,9,1,1,1,5,0
28210.42,22,1,1,2,16,1
277.14,22,1,0,2,17,1
1978.26,14,0,1,1,4,0
3090.24,11,1,1,2,4,0
4651.32,14,0,1,0,2,0
1313.22,13,0,0,0,4,0
172.23,2,1,2,2,19,1
289.79,23,1,0,2,11,1
1250.03,19,0,0,2,4,0
1867.85,8,1,0,0,0,0
34522.88,2,2,0,1,12,1
4992.22,18,0,1,2,4,0
2492.04,8,0,0,1,1,0
224.3,2,2,1,2,16,1
2859.77,20,0,0,0,1,0
4027.47,8,1,0,0,2,0
2027.73,14,0,1,0,3,0
1452.77,9,1,1,1,4,0
1151.99,8,0,1,2,3,0
941.64,10,0,0,0,3,0
4407.08,19,1,0,1,1,0
3069.62,14,0,0,0,1,0
4916.65,9,0,1,1,4,0
3200.06,8,0,1,0,0,0
2585.67,14,1,1,1,4,0
169.16,3,1,1,2,10,1
2048.25,12,0,1,1,0,0
9990.85,22,2,0,2,13,1
1734.79,17,1,1,0,3,0
4867.8,18,0,0,1,4,0
648.18,18,0,1,1,2,0
3763.83,12,0,0,2,3,0
3266.93,12,1,0,2,1,0
4228.25,9,0,0,0,1,0
4922.8,12,1,1,2,5,0
433.4,15,1,0,0,5,0
3210.52,19,0,0,0,0,0
4163.86,16,1,1,0,0,0
1774.26,8,0,0,2,3,0
4134.41,12,0,1,2,1,0
32399.64,2,1,1,1,13,1
4405.79,8,0,1,2,5,0
449.03,3,2,2,1,14,1
869.36,12,0,1,1,2,0
276.85,16,0,1,1,5,0
32124.53,0,2,0,1,10,1
4801.16,16,0,1,2,3,0
2843.25,14,0,1,2,0,0
4925.58,15,0,0,0,2,0
3407.63,12,1,0,0,0,0
4931.63,16,1,1,1,1,0
4522.84,21,0,1,1,1,0
1198.71,20,0,0,0,5,0
2504.35,14,0,1,0,1,0
2577.76,8,0,0,0,0,0
10263.78,0,1,0,2,15,1
581.81,8,1,1,1,0,0
218.19,3,1,1,1,19,1
2769.08,13,0,1,0,4,0
246.3,15,0,0,2,5,0
263.47,23,1,0,1,11,1
4971.99,15,1,0,0,2,0
1401.67,13,1,0,0,2,0
274.36,3,2,0,1,8,1
1970.61,13,0,0,2,0,0
4459.24,11,0,0,1,4,0
1999.73,21,0,1,1,0,0
85.06,20,0,0,1,4,0
2773.71,14,1,0,1,4,0
86.96,11,1,1,2,4,0
2832.54,15,1,1,0,2,0
271.5,3,1,2,2,14,1
31761.57,1,2,2,2,15,1
3158.36,17,0,0,0,2,0
2770.39,8,0,0,0,3,0
2556.87,9,1,0,1,2,0
3357.44,10,1,0,1,4,0
382.32,16,0,0,0,4,0
2019.63,10,1,0,0,1,0
47436.13,3,1,2,2,19,1
1339.07,10,0,1,1,5,0
2435.19,21,0,0,1,4,0
156.61,3,1,2,1,19,1
187.82,3,2,0,2,10,1
688.57,21,1,0,2,1,0
3058.41,19,0,0,0,0,0
3262.58,21,0,0,2,2,0
1209.21,10,1,0,1,4,0
3975.46,13,0,0,0,0,0
4714.48,18,0,0,0,4,0
15.12,10,1,0,2,0,0
2142.32,19,0,1,1,1,0
4311.49,15,0,1,0,1,0
423.86,23,1,0,2,12,1
4150.76,18,0,1,2,2,0
1642.54,12,0,1,0,4,0
2071.48,16,0,0,1,1,0
1402.07,15,0,0,2,0,0
3966.43,16,0,0,0,2,0
422.3,20,0,0,1,2,0
324.59,1,1,0,2,12,1
4408.55,20,0,0,1,4,0
4120.22,13,0,0,2,0,0
1372.04,16,1,0,2,3,0
2944.96,11,0,0,2,4,0
1524.86,10,0,0,1,5,0
1496.3,10,0,0,1,0,0
2226.78,12,0,0,1,3,0
1768.32,13,1,0,0,4,0
4124.19,17,0,1,1,2,0
27202.3,23,1,0,1,9,1
2318.41,16,1,0,2,5,0
217.97,23,2,0,1,10,1
2036.15,17,0,0,1,2,0
424.87,10,0,0,2,1,0
4505.67,20,0,0,0,1,0
3799.38,19,0,0,1,0,0
4314.63,10,0,1,2,5,0
2205.93,17,0,0,1,2,0
139.96,23,1,0,2,17,1
4653.51,19,0,1,0,1,0
4147.05,8,0,0,1,5,0
4848.51,20,0,0,2,4,0
17484.54,1,2,0,2,9,1
18495.14,1,2,2,1,16,1
3801.47,11,0,1,2,2,0
21260.57,3,2,2,1,18,1
30703.68,0,2,2,2,15,1
3892.91,11,1,1,1,5,0
3585.4,11,0,1,1,2,0
4815.31,13,0,0,0,3,0
1890.74,21,0,0,1,0,0
3167.45,21,0,0,1,1,0
1572.07,10,1,0,1,0,0
1281.05,17,0,1,0,5,0
3514.56,10,0,0,1,2,0
357.95,19,0,1,0,5,0
2114.13,18,0,0,0,0,0
4794.83,16,1,1,1,1,0
146.66,3,2,0,1,17,1
1414.85,18,0,0,1,4,0
4909.31,15,0,1,0,0,0
3686.63,20,1,0,0,3,0
47896.31,0,1,1,2,13,1
397.83,15,1,0,2,4,0
145.81,1,1,2,1,10,1
3504.42,10,0,1,2,5,0
346.88,16,0,1,2,3,0
3434.43,17,0,0,0,0,0
1064.85,13,0,1,2,0,0
4403.93,17,1,1,1,1,0
479.95,16,0,1,0,2,0
2398.48,20,0,0,2,3,0
781.17,17,1,0,2,2,0
4410.64,21,0,1,0,4,0
37507.21,0,1,2,1,17,1
645.9,21,0,0,2,1,0
211.5,23,1,2,1,19,1
3740.64,9,1,0,2,4,0
3507.79,18,0,1,2,5,0
6625.21,2,1,0,1,10,1
2494.66,21,0,1,0,1,0
977.68,20,0,1,0,3,0
244.66,12,1,0,0,5,0
296.57,19,0,0,1,3,0
4515.53,9,0,0,0,5,0
339.29,23,1,1,2,14,1
213.93,10,0,0,0,2,0
4826.19,16,0,0,2,3,0
762.52,9,0,0,1,3,0
262.35,3,2,1,1,14,1
1975.67,10,0,1,2,3,0
311.56,17,0,0,1,5,0
48439.05,23,2,2,1,19,1
2089.58,8,0,1,2,3,0
956.78,21,0,0,0,3,0
596.06,12,0,0,0,3,0
4598.06,19,0,1,2,5,0
3370.12,9,0,1,2,3,0
2974.06,18,0,1,2,3,0
15804.59,23,2,1,1,11,1
4026.13,10,0,0,0,2,0
1829.34,11,0,0,1,1,0
183.29,19,0,0,0,5,0
4242.37,16,1,0,0,2,0
1342.44,21,1,1,1,5,0
1349.86,13,1,0,2,5,0
3988.67,12,0,0,1,1,0
2825.38,21,0,0,1,5,0
2518.42,20,0,0,0,2,0
12968.74,22,1,2,2,17,1
1538.38,9,0,0,1,4,0
248.49,3,2,1,1,9,1
1205.01,15,0,0,0,2,0
2946.03,9,0,0,1,0,0
1436.43,18,0,1,2,4,0
3964.47,10,1,0,1,2,0
1075.11,20,0,0,2,3,0
3853.13,11,0,1,0,0,0
3433.74,9,1,1,1,1,0
247.34,0,2,1,1,11,1
4846.64,12,0,0,2,3,0
4221.42,18,1,0,0,3,0
4823.75,21,0,1,2,3,0
4376.93,21,0,0,1,3,0
2890.17,14,0,0,0,1,0
566.15,8,0,1,2,2,0
4069.41,16,0,0,1,2,0
3294.19,8,0,0,0,3,0
898.95,10,0,0,0,2,0
4234.1,11,0,0,0,4,0
4837.65,19,0,0,1,4,0
3473.0,15,0,0,0,0,0
3115.33,13,0,1,1,1,0
143.65,18,0,1,2,5,0
3921.84,13,0,1,1,4,0
4466.43,18,0,0,0,1,0
3468.5,21,1,0,2,4,0
2615.32,17,0,0,1,2,0
3458.35,21,0,0,0,1,0
2139.41,16,0,0,1,3,0
7202.97,22,1,1,2,20,1
3824.05,20,0,0,1,0,0
27112.65,2,1,2,1,19,1
366.49,23,2,2,2,20,1
1009.32,15,0,0,0,1,0
4820.26,19,0,0,0,5,0
3176.72,20,0,0,0,2,0
3354.39,19,0,1,2,5,0
928.64,19,0,0,0,3,0
4442.37,13,0,0,2,0,0
1218.55,18,1,0,0,5,0
258.73,2,1,0,1,15,1
1153.06,16,0,0,2,4,0
77.61,18,0,0,1,1,0
296.03,20,0,1,1,1,0
3602.55,18,0,0,0,2,0
3955.07,8,0,0,1,4,0
12842.6,2,1,1,2,9,1
369.29,3,2,0,1,17,1
2965.61,11,0,0,2,3,0
932.28,15,0,0,0,2,0
4881.23,18,0,0,2,5,0
688.28,18,0,0,1,0,0
2861.58,20,1,1,1,3,0
3239.21,14,0,1,2,3,0
833.05,15,1,0,0,4,0
934.83,15,1,1,0,3,0
3479.61,16,1,1,2,3,0
4204.05,11,0,0,0,4,0
39648.35,0,2,0,1,9,1
334.44,0,2,1,2,12,1
2819.01,15,0,0,0,5,0
487.27,3,2,1,2,15,1
2865.68,17,1,0,0,3,0
1934.04,13,1,1,0,2,0
174.77,14,0,0,1,5,0
1003.71,17,1,0,2,3,0
4813.84,15,0,0,2,4,0
695.26,19,1,0,1,1,0
21693.28,1,2,1,1,10,1
2318.27,18,0,0,1,1,0
4267.24,17,0,1,2,4,0
3818.86,17,1,0,1,3,0
1247.34,13,0,0,2,1,0
1294.16,9,0,1,0,3,0
3020.76,11,0,1,1,2,0
1432.31,17,0,0,1,0,0
3382.67,18,0,0,0,0,0
2507.02,10,1,1,0,4,0
2670.03,20,0,0,0,1,0
457.69,1,1,2,1,9,1
3810.04,15,0,0,2,2,0
3154.55,20,1,0,1,3,0
668.11,20,0,0,0,0,0
273.13,3,1,0,1,17,1
458.9,0,1,0,1,19,1
1672.93,14,0,1,2,4,0
1660.2,13,1,0,2,3,0
403.54,17,0,0,1,5,0
1498.44,12,0,0,1,1,0
316.82,0,1,1,1,11,1
796.12,18,0,0,0,1,0
1470.56,12,1,0,2,0,0
280.3,22,2,2,1,8,1
4508.11,18,0,1,2,1,0
1409.81,20,0,0,2,0,0
4860.7,15,0,0,1,2,0
197.29,11,0,0,0,1,0
3958.17,13,0,0,0,4,0
1408.57,14,0,0,1,2,0
3771.17,20,0,0,0,1,0
774.9,20,0,0,0,0,0
23057.27,1,1,0,1,11,1
2046.97,15,0,1,2,0,0
2144.18,15,0,0,1,3,0
343.98,1,1,0,2,18,1
289.63,10,0,1,2,4,0
4081.35,10,0,0,0,2,0
4753.35,10,0,0,2,2,0
4732.33,20,0,0,1,5,0
825.24,20,0,0,0,2,0
388.88,23,2,2,1,15,1
3457.32,13,0,0,0,4,0
3006.99,21,0,0,0,3,0
2712.16,16,1,0,2,3,0
1703.66,21,0,0,0,2,0
4014.49,17,0,0,1,4,0
1280.81,16,0,0,1,1,0
2261.88,20,0,0,0,1,0
147.69,22,1,0,2,19,1
4037.83,19,0,1,0,3,0
4315.28,15,0,1,0,5,0
2994.74,13,0,1,2,4,0
1780.89,17,0,1,0,3,0
462.13,23,2,0,1,16,1
825.95,13,0,0,0,0,0
1890.28,13,0,1,2,3,0
969.67,11,0,1,2,1,0
1456.3,12,1,0,1,4,0
2499.99,17,0,0,1,3,0
444.07,22,2,0,2,11,1
2246.05,12,0,0,1,5,0
808.03,17,0,0,0,2,0
4606.28,15,0,0,0,2,0
97.49,9,1,0,2,0,0
111.11,22,1,0,2,9,1
482.02,1,1,0,2,13,1
3507.94,14,0,0,0,3,0
4062.88,18,1,0,2,5,0
3821.32,10,0,0,1,0,0
1303.19,16,0,1,2,4,0
980.52,19,0,0,2,4,0
211.79,12,0,1,0,0,0
427.62,21,0,0,0,0,0
1487.11,18,0,1,1,4,0
2182.41,14,1,0,1,0,0
312.34,22,1,1,2,12,1
4186.65,18,0,0,1,1,0
2516.85,15,1,1,2,3,0
1574.94,13,1,1,1,2,0
2002.09,12,0,1,1,5,0
18328.74,23,2,0,1,9,1
95.35,19,0,0,1,1,0
2663.64,20,0,0,2,3,0
4585.1,17,0,0,1,4,0
4127.83,14,0,1,2,4,0
12239.76,23,1,0,1,14,1
114.45,19,0,1,0,0,0
399.2,1,2,0,1,8,1
241.56,20,0,0,0,4,0
2753.12,8,0,1,2,1,0
4212.99,17,0,1,2,4,0
313.59,1,2,1,1,11,1
2782.94,11,1,1,0,1,0
2043.06,19,0,1,1,5,0
316.93,1,2,1,1,11,1
1530.16,20,0,0,0,1,0
2533.64,10,0,0,2,4,0
3367.73,21,0,0,0,3,0
3643.6,9,1,0,2,5,0
108.71,15,1,0,0,5,0
38998.29,0,1,2,2,11,1
3109.02,15,1,0,0,3,0
3476.33,13,1,1,2,5,0
3466.27,13,1,0,2,5,0
392.75,3,2,2,2,16,1
862.2,21,0,1,0,1,0
1028.45,17,0,0,1,1,0
3358.43,18,0,0,2,2,0
2900.29,17,0,0,1,5,0
3825.75,14,1,1,1,0,0
2874.16,14,1,0,2,0,0
2979.9,12,1,0,2,2,0
4253.68,12,1,0,0,4,0
3044.62,16,0,0,1,3,0
4195.25,16,0,0,1,5,0
4043.24,9,1,0,2,4,0
18050.71,23,2,0,2,10,1
112.56,1,2,0,2,14,1
3012.53,8,0,1,0,2,0
1270.53,16,0,0,0,4,0
2869.37,11,0,0,1,2,0
2708.34,11,1,0,2,0,0
2085.39,21,0,0,0,3,0
4575.93,8,0,0,0,5,0
1957.59,18,1,0,2,4,0
1024.29,13,1,0,0,4,0
2830.45,21,1,1,2,2,0
2851.15,16,1,1,0,5,0
26244.68,0,1,2,1,14,1
3442.09,8,0,0,1,2,0
1267.55,17,0,0,1,2,0
4772.96,16,1,0,0,2,0
1894.99,20,0,0,1,2,0
2186.14,15,0,0,1,1,0
4276.14,9,0,0,0,1,0
3240.46,12,1,0,1,3,0
4503.92,12,0,1,1,2,0
3007.3,13,0,0,0,4,0
40.47,21,0,0,1,2,0
1098.41,10,0,0,2,1,0
3294.82,9,0,1,1,1,0
3203.42,18,1,0,0,3,0
2684.46,16,0,1,1,4,0
3378.11,16,0,0,0,4,0
859.68,21,0,0,2,2,0
300.94,2,1,1,1,8,1
270.55,21,0,0,1,4,0
222.9,1,2,2,1,13,1
1494.54,21,0,0,1,0,0
1508.1,20,1,0,1,2,0
3018.54,8,0,0,1,4,0
1118.78,9,0,0,0,0,0
1205.59,18,0,0,0,4,0
2678.86,10,0,0,0,3,0
989.34,12,1,0,1,5,0
278.07,3,2,2,1,13,1
2417.85,20,0,0,2,4,0
1787.28,18,1,0,1,2,0
2487.36,19,1,0,2,3,0
2965.93,14,0,0,0,1,0
691.26,17,0,0,2,3,0
4530.21,8,0,1,0,0,0
31800.98,22,1,2,1,18,1
826.83,19,0,1,2,3,0
1459.35,12,0,1,1,3,0
4689.1,20,0,1,2,4,0
2917.78,15,0,1,1,3,0
3552.08,13,0,1,2,0,0
266.15,10,0,0,2,4,0
2698.14,18,0,0,1,4,0
3199.46,21,1,0,1,0,0
3754.81,16,0,0,1,0,0
3975.28,11,1,0,0,4,0
4909.41,9,0,0,2,1,0
1057.29,16,0,0,2,0,0
2894.25,17,1,1,0,2,0
1689.09,8,0,1,2,5,0
4829.73,19,0,0,1,3,0
1857.96,10,1,0,2,1,0
3947.91,9,0,1,2,4,0
3774.42,15,0,1,1,1,0
22755.37,0,1,2,1,8,1
4288.81,10,1,0,0,5,0
1753.96,11,1,0,2,0,0
1646.84,16,0,1,2,0,0
451.73,1,2,0,2,9,1
4663.07,20,1,0,1,3,0
186.81,22,2,2,1,11,1
3993.61,8,0,1,1,4,0
4369.46,20,1,0,1,5,0
2256.86,11,0,1,1,3,0
1204.41,15,0,0,1,0,0
18057.98,23,1,2,1,15,1
2289.65,21,0,1,2,3,0
3253.63,14,0,0,0,2,0
420.13,20,0,0,0,5,0
391.88,9,1,0,2,1,0
4361.37,18,0,0,1,0,0
4816.08,8,0,1,2,4,0
185.6,1,2,1,1,14,1
448.94,23,2,2,2,15,1
191.97,1,1,2,2,17,1
2097.34,14,0,1,2,4,0
3462.66,8,0,0,2,4,0
1398.04,17,1,0,1,2,0
432.46,22,2,0,2,9,1
4441.56,8,1,1,2,0,0
3789.46,21,0,1,0,1,0
1049.03,16,0,1,1,1,0
2221.06,19,0,1,0,5,0
2029.06,20,1,0,0,2,0
37285.71,2,1,2,2,8,1
647.18,10,0,0,0,0,0
348.35,21,0,0,0,4,0
34356.78,0,2,1,1,8,1
375.79,0,1,0,2,13,1
1208.35,16,0,0,2,3,0
1554.43,18,0,0,1,4,0
150.5,19,1,0,2,3,0
4328.23,17,1,0,0,1,0
4958.37,21,0,0,0,2,0
42457.18,1,2,0,1,16,1
267.52,11,0,0,2,3,0
22166.71,1,2,1,1,8,1
765.57,8,0,1,1,1,0
4014.11,19,0,0,2,2,0
4791.64,17,0,0,1,3,0
1571.5,8,0,0,0,1,0
3990.93,8,0,0,0,4,0
955.45,20,0,1,1,1,0
554.58,16,1,1,0,5,0
4423.27,18,1,0,0,1,0
201.55,23,2,0,2,9,1
2739.77,9,1,0,1,2,0
2040.83,10,0,0,1,1,0
729.54,18,1,0,0,2,0
4556.82,12,0,0,2,5,0
2920.29,12,1,0,0,3,0
1048.93,10,1,1,2,2,0
1130.78,10,1,0,0,5,0
4092.7,19,0,1,0,2,0
4136.71,13,0,0,1,0,0
366.97,22,1,0,2,16,1
4965.91,19,0,1,2,4,0
1283.69,16,1,1,2,3,0
25862.4,22,2,1,2,12,1
38714.06,22,1,2,1,15,1
4232.54,10,0,0,1,0,0
30707.63,3,1,0,2,11,1
1352.12,14,0,0,0,4,0
1127.54,16,1,0,1,3,0
3574.22,8,0,0,0,1,0
2462.93,19,0,0,1,2,0
14366.18,0,1,2,2,11,1
3720.7,14,1,0,2,0,0
26.76,16,0,0,1,0,0
23.22,17,0,0,2,5,0
4102.98,10,1,0,1,5,0
3368.86,20,1,1,2,4,0
418.06,2,1,2,2,15,1
1948.27,8,0,0,2,4,0
3423.96,11,1,0,0,5,0
4764.98,9,0,1,0,2,0
358.3,2,1,2,2,10,1
953.48,12,0,0,1,1,0
1203.24,14,1,0,1,2,0
2877.45,17,0,0,2,5,0
2027.66,15,0,1,0,0,0
11207.67,1,1,2,1,10,1
2571.05,17,0,0,0,3,0
28889.53,3,2,2,2,10,1
3949.66,13,0,0,1,1,0
1118.9,15,0,0,1,0,0
482.46,20,0,1,2,2,0
10228.79,23,1,2,2,13,1
1441.17,21,1,0,0,0,0
872.56,8,0,0,1,0,0
10750.41,3,1,0,1,19,1
4536.9,11,0,1,2,5,0
1760.38,10,0,1,1,4,0
67.51,19,1,0,1,1,0
3861.03,19,0,0,1,5,0
44389.37,3,2,0,2,14,1
135.49,17,0,0,0,0,0
3597.98,20,0,1,1,3,0
1304.51,13,1,0,1,3,0
824.11,13,0,1,2,1,0
3343.54,10,1,0,0,4,0
2096.93,20,1,0,2,3,0
4280.21,12,0,1,1,3,0
2215.13,21,0,1,1,3,0
411.71,10,0,1,0,2,0
473.06,22,2,1,1,10,1
4320.97,20,0,0,0,2,0
4393.86,20,1,1,0,0,0
1687.69,18,1,0,2,5,0
826.33,12,0,0,1,5,0
4006.34,18,0,0,0,5,0
2469.86,11,0,1,0,3,0
4286.44,14,0,0,0,2,0
3946.1,16,0,1,0,4,0
2936.98,14,0,0,1,2,0
101.23,21,0,0,0,1,0
41682.99,23,2,0,1,11,1
601.02,14,0,0,2,5,0
2124.76,21,0,0,0,0,0
3212.24,16,1,0,0,1,0
4996.52,11,0,1,1,4,0
3117.64,8,0,0,1,0,0
1056.97,15,0,0,0,5,0
503.42,21,1,1,2,3,0
453.85,1,2,2,1,19,1
501.53,18,0,1,1,4,0
1829.28,8,0,0,0,3,0
1694.77,10,0,0,1,1,0
3382.54,21,1,1,2,0,0
3898.37,17,0,1,0,3,0
23697.58,22,2,0,1,11,1
